ticker,datetime,open,high,low,close,volume,vwap,ema9,ema20,day_change_pct,gap_pct,float_m,premarket_volume,relative_volume,above_vwap,catalyst,catalyst_quality,pullback_quality,spider_score,quality,setup_status,entry,stop,target_1r,target_2r,room_to_resistance_r,coach_note,spread_pct,premarket_high,previous_day_high
SPDR,2026-07-20 09:40:00,8.63,8.65,8.51,8.55,180454,8.42,8.52,8.38,5.6,38,9.8,3100000,7.8,True,Major government contract,Strong,Excellent,93,A+,First Pullback Confirmed,8.65,8.46,8.84,9.03,3.4,Highest-quality setup with strong catalyst and clean structure.,0.18,8.74,7.86
SPDR,2026-07-20 09:41:00,8.55,8.58,8.49,8.52,375420,8.43,8.52,8.39,5.2,38,9.8,3100000,7.8,True,Major government contract,Strong,Excellent,93,A+,First Pullback Confirmed,8.65,8.46,8.84,9.03,3.4,Highest-quality setup with strong catalyst and clean structure.,0.18,8.74,7.86
SPDR,2026-07-20 09:42:00,8.52,8.57,8.46,8.49,277885,8.43,8.52,8.4,4.8,38,9.8,3100000,7.8,True,Major government contract,Strong,Excellent,93,A+,First Pullback Confirmed,8.65,8.46,8.84,9.03,3.4,Highest-quality setup with strong catalyst and clean structure.,0.18,8.74,7.86
SPDR,2026-07-20 09:43:00,8.49,8.59,8.43,8.56,475485,8.44,8.53,8.42,5.7,38,9.8,3100000,7.8,True,Major government contract,Strong,Excellent,93,A+,First Pullback Confirmed,8.65,8.46,8.84,9.03,3.4,Highest-quality setup with strong catalyst and clean structure.,0.18,8.74,7.86
SPDR,2026-07-20 09:44:00,8.56,8.62,8.52,8.59,507439,8.45,8.54,8.43,6.0,38,9.8,3100000,7.8,True,Major government contract,Strong,Excellent,93,A+,First Pullback Confirmed,8.65,8.46,8.84,9.03,3.4,Highest-quality setup with strong catalyst and clean structure.,0.18,8.74,7.86
SPDR,2026-07-20 09:45:00,8.59,8.69,8.57,8.66,518801,8.46,8.56,8.46,6.9,38,9.8,3100000,7.8,True,Major government contract,Strong,Excellent,93,A+,First Pullback Confirmed,8.65,8.46,8.84,9.03,3.4,Highest-quality setup with strong catalyst and clean structure.,0.18,8.74,7.86
SPDR,2026-07-20 09:46:00,8.66,8.78,8.6,8.76,587921,8.48,8.6,8.48,8.1,38,9.8,3100000,7.8,True,Major government contract,Strong,Excellent,93,A+,First Pullback Confirmed,8.65,8.46,8.84,9.03,3.4,Highest-quality setup with strong catalyst and clean structure.,0.18,8.74,7.86
SPDR,2026-07-20 09:47:00,8.76,8.8,8.71,8.76,484653,8.49,8.63,8.51,8.2,38,9.8,3100000,7.8,True,Major government contract,Strong,Excellent,93,A+,First Pullback Confirmed,8.65,8.46,8.84,9.03,3.4,Highest-quality setup with strong catalyst and clean structure.,0.18,8.74,7.86
SPDR,2026-07-20 09:48:00,8.76,8.86,8.73,8.81,580671,8.51,8.67,8.54,8.8,38,9.8,3100000,7.8,True,Major government contract,Strong,Excellent,93,A+,First Pullback Confirmed,8.65,8.46,8.84,9.03,3.4,Highest-quality setup with strong catalyst and clean structure.,0.18,8.74,7.86
SPDR,2026-07-20 09:49:00,8.81,8.82,8.75,8.79,344426,8.52,8.69,8.56,8.5,38,9.8,3100000,7.8,True,Major government contract,Strong,Excellent,93,A+,First Pullback Confirmed,8.65,8.46,8.84,9.03,3.4,Highest-quality setup with strong catalyst and clean structure.,0.18,8.74,7.86
SPDR,2026-07-20 09:50:00,8.79,8.8,8.76,8.8,426407,8.53,8.71,8.59,8.6,38,9.8,3100000,7.8,True,Major government contract,Strong,Excellent,93,A+,First Pullback Confirmed,8.65,8.46,8.84,9.03,3.4,Highest-quality setup with strong catalyst and clean structure.,0.18,8.74,7.86
SPDR,2026-07-20 09:51:00,8.8,8.84,8.7,8.78,433500,8.54,8.73,8.6,8.4,38,9.8,3100000,7.8,True,Major government contract,Strong,Excellent,93,A+,First Pullback Confirmed,8.65,8.46,8.84,9.03,3.4,Highest-quality setup with strong catalyst and clean structure.,0.18,8.74,7.86
SPDR,2026-07-20 09:52:00,8.78,8.86,8.74,8.84,571273,8.55,8.75,8.63,9.1,38,9.8,3100000,7.8,True,Major government contract,Strong,Excellent,93,A+,First Pullback Confirmed,8.65,8.46,8.84,9.03,3.4,Highest-quality setup with strong catalyst and clean structure.,0.18,8.74,7.86
SPDR,2026-07-20 09:53:00,8.84,8.87,8.76,8.79,593056,8.56,8.76,8.64,8.5,38,9.8,3100000,7.8,True,Major government contract,Strong,Excellent,93,A+,First Pullback Confirmed,8.65,8.46,8.84,9.03,3.4,Highest-quality setup with strong catalyst and clean structure.,0.18,8.74,7.86
SPDR,2026-07-20 09:54:00,8.79,8.86,8.77,8.82,511765,8.57,8.77,8.66,8.8,38,9.8,3100000,7.8,True,Major government contract,Strong,Excellent,93,A+,First Pullback Confirmed,8.65,8.46,8.84,9.03,3.4,Highest-quality setup with strong catalyst and clean structure.,0.18,8.74,7.86
SPDR,2026-07-20 09:55:00,8.82,8.87,8.8,8.84,547023,8.58,8.78,8.68,9.1,38,9.8,3100000,7.8,True,Major government contract,Strong,Excellent,93,A+,First Pullback Confirmed,8.65,8.46,8.84,9.03,3.4,Highest-quality setup with strong catalyst and clean structure.,0.18,8.74,7.86
SPDR,2026-07-20 09:56:00,8.84,8.86,8.78,8.84,540045,8.59,8.79,8.69,9.1,38,9.8,3100000,7.8,True,Major government contract,Strong,Excellent,93,A+,First Pullback Confirmed,8.65,8.46,8.84,9.03,3.4,Highest-quality setup with strong catalyst and clean structure.,0.18,8.74,7.86
SPDR,2026-07-20 09:57:00,8.84,8.88,8.71,8.73,507664,8.59,8.78,8.69,7.8,38,9.8,3100000,7.8,True,Major government contract,Strong,Excellent,93,A+,First Pullback Confirmed,8.65,8.46,8.84,9.03,3.4,Highest-quality setup with strong catalyst and clean structure.,0.18,8.74,7.86
SPDR,2026-07-20 09:58:00,8.73,8.73,8.7,8.72,557735,8.6,8.77,8.7,7.6,38,9.8,3100000,7.8,True,Major government contract,Strong,Excellent,93,A+,First Pullback Confirmed,8.65,8.46,8.84,9.03,3.4,Highest-quality setup with strong catalyst and clean structure.,0.18,8.74,7.86
SPDR,2026-07-20 09:59:00,8.72,8.73,8.67,8.73,338405,8.6,8.76,8.7,7.8,38,9.8,3100000,7.8,True,Major government contract,Strong,Excellent,93,A+,First Pullback Confirmed,8.65,8.46,8.84,9.03,3.4,Highest-quality setup with strong catalyst and clean structure.,0.18,8.74,7.86
SPDR,2026-07-20 10:00:00,8.73,8.8,8.71,8.75,601015,8.61,8.76,8.7,8.0,38,9.8,3100000,7.8,True,Major government contract,Strong,Excellent,93,A+,First Pullback Confirmed,8.65,8.46,8.84,9.03,3.4,Highest-quality setup with strong catalyst and clean structure.,0.18,8.74,7.86
SPDR,2026-07-20 10:01:00,8.75,8.78,8.68,8.69,649911,8.61,8.74,8.7,7.2,38,9.8,3100000,7.8,True,Major government contract,Strong,Excellent,93,A+,First Pullback Confirmed,8.65,8.46,8.84,9.03,3.4,Highest-quality setup with strong catalyst and clean structure.,0.18,8.74,7.86
SPDR,2026-07-20 10:02:00,8.69,8.75,8.64,8.68,491512,8.61,8.73,8.7,7.1,38,9.8,3100000,7.8,True,Major government contract,Strong,Excellent,93,A+,First Pullback Confirmed,8.65,8.46,8.84,9.03,3.4,Highest-quality setup with strong catalyst and clean structure.,0.18,8.74,7.86
SPDR,2026-07-20 10:03:00,8.68,8.71,8.63,8.64,634253,8.61,8.71,8.69,6.7,38,9.8,3100000,7.8,True,Major government contract,Strong,Excellent,93,A+,First Pullback Confirmed,8.65,8.46,8.84,9.03,3.4,Highest-quality setup with strong catalyst and clean structure.,0.18,8.74,7.86
SPDR,2026-07-20 10:04:00,8.64,8.67,8.58,8.62,437497,8.61,8.69,8.69,6.4,38,9.8,3100000,7.8,True,Major government contract,Strong,Excellent,93,A+,First Pullback Confirmed,8.65,8.46,8.84,9.03,3.4,Highest-quality setup with strong catalyst and clean structure.,0.18,8.74,7.86
SPDR,2026-07-20 10:05:00,8.62,8.71,8.61,8.68,650735,8.62,8.69,8.69,7.2,38,9.8,3100000,7.8,True,Major government contract,Strong,Excellent,93,A+,First Pullback Confirmed,8.65,8.46,8.84,9.03,3.4,Highest-quality setup with strong catalyst and clean structure.,0.18,8.74,7.86
SPDR,2026-07-20 10:06:00,8.68,8.71,8.6,8.66,521385,8.62,8.68,8.68,6.9,38,9.8,3100000,7.8,True,Major government contract,Strong,Excellent,93,A+,First Pullback Confirmed,8.65,8.46,8.84,9.03,3.4,Highest-quality setup with strong catalyst and clean structure.,0.18,8.74,7.86
SPDR,2026-07-20 10:07:00,8.66,8.69,8.63,8.67,461735,8.62,8.68,8.68,7.0,38,9.8,3100000,7.8,True,Major government contract,Strong,Excellent,93,A+,First Pullback Confirmed,8.65,8.46,8.84,9.03,3.4,Highest-quality setup with strong catalyst and clean structure.,0.18,8.74,7.86
SPDR,2026-07-20 10:08:00,8.67,8.76,8.64,8.72,488808,8.62,8.69,8.69,7.7,38,9.8,3100000,7.8,True,Major government contract,Strong,Excellent,93,A+,First Pullback Confirmed,8.65,8.46,8.84,9.03,3.4,Highest-quality setup with strong catalyst and clean structure.,0.18,8.74,7.86
SPDR,2026-07-20 10:09:00,8.72,8.73,8.69,8.71,692021,8.62,8.69,8.69,7.5,38,9.8,3100000,7.8,True,Major government contract,Strong,Excellent,93,A+,First Pullback Confirmed,8.65,8.46,8.84,9.03,3.4,Highest-quality setup with strong catalyst and clean structure.,0.18,8.74,7.86
NOVA,2026-07-20 09:30:00,5.37,5.42,5.34,5.4,563011,5.4,5.4,5.4,0.0,31,18.2,2200000,5.9,True,Positive clinical update,Strong,Good,87,A+,Pullback Forming,5.71,5.56,5.86,6.01,2.8,Good setup; wait for confirmation and avoid anticipation.,0.22,5.8,5.24
NOVA,2026-07-20 09:31:00,5.4,5.48,5.37,5.44,881042,5.43,5.41,5.4,0.8,31,18.2,2200000,5.9,True,Positive clinical update,Strong,Good,87,A+,Pullback Forming,5.71,5.56,5.86,6.01,2.8,Good setup; wait for confirmation and avoid anticipation.,0.22,5.8,5.24
NOVA,2026-07-20 09:32:00,5.44,5.52,5.41,5.48,578223,5.44,5.42,5.41,1.5,31,18.2,2200000,5.9,True,Positive clinical update,Strong,Good,87,A+,Pullback Forming,5.71,5.56,5.86,6.01,2.8,Good setup; wait for confirmation and avoid anticipation.,0.22,5.8,5.24
NOVA,2026-07-20 09:33:00,5.48,5.56,5.45,5.55,597748,5.47,5.45,5.42,2.9,31,18.2,2200000,5.9,True,Positive clinical update,Strong,Good,87,A+,Pullback Forming,5.71,5.56,5.86,6.01,2.8,Good setup; wait for confirmation and avoid anticipation.,0.22,5.8,5.24
NOVA,2026-07-20 09:34:00,5.55,5.69,5.52,5.66,503430,5.5,5.49,5.45,4.9,31,18.2,2200000,5.9,True,Positive clinical update,Strong,Good,87,A+,Pullback Forming,5.71,5.56,5.86,6.01,2.8,Good setup; wait for confirmation and avoid anticipation.,0.22,5.8,5.24
NOVA,2026-07-20 09:35:00,5.66,5.69,5.64,5.69,756657,5.54,5.53,5.47,5.3,31,18.2,2200000,5.9,True,Positive clinical update,Strong,Good,87,A+,Pullback Forming,5.71,5.56,5.86,6.01,2.8,Good setup; wait for confirmation and avoid anticipation.,0.22,5.8,5.24
NOVA,2026-07-20 09:36:00,5.69,5.77,5.66,5.75,620922,5.57,5.57,5.5,6.5,31,18.2,2200000,5.9,True,Positive clinical update,Strong,Good,87,A+,Pullback Forming,5.71,5.56,5.86,6.01,2.8,Good setup; wait for confirmation and avoid anticipation.,0.22,5.8,5.24
NOVA,2026-07-20 09:37:00,5.75,5.8,5.73,5.8,604243,5.59,5.62,5.53,7.4,31,18.2,2200000,5.9,True,Positive clinical update,Strong,Good,87,A+,Pullback Forming,5.71,5.56,5.86,6.01,2.8,Good setup; wait for confirmation and avoid anticipation.,0.22,5.8,5.24
NOVA,2026-07-20 09:38:00,5.8,5.8,5.68,5.71,296316,5.6,5.64,5.54,5.7,31,18.2,2200000,5.9,True,Positive clinical update,Strong,Good,87,A+,Pullback Forming,5.71,5.56,5.86,6.01,2.8,Good setup; wait for confirmation and avoid anticipation.,0.22,5.8,5.24
NOVA,2026-07-20 09:39:00,5.71,5.73,5.68,5.7,260516,5.6,5.65,5.56,5.5,31,18.2,2200000,5.9,True,Positive clinical update,Strong,Good,87,A+,Pullback Forming,5.71,5.56,5.86,6.01,2.8,Good setup; wait for confirmation and avoid anticipation.,0.22,5.8,5.24
NOVA,2026-07-20 09:40:00,5.7,5.71,5.65,5.66,311724,5.61,5.65,5.57,4.8,31,18.2,2200000,5.9,True,Positive clinical update,Strong,Good,87,A+,Pullback Forming,5.71,5.56,5.86,6.01,2.8,Good setup; wait for confirmation and avoid anticipation.,0.22,5.8,5.24
NOVA,2026-07-20 09:41:00,5.66,5.67,5.6,5.63,320385,5.61,5.65,5.57,4.2,31,18.2,2200000,5.9,True,Positive clinical update,Strong,Good,87,A+,Pullback Forming,5.71,5.56,5.86,6.01,2.8,Good setup; wait for confirmation and avoid anticipation.,0.22,5.8,5.24
NOVA,2026-07-20 09:42:00,5.63,5.67,5.56,5.57,353274,5.61,5.63,5.57,3.2,31,18.2,2200000,5.9,False,Positive clinical update,Strong,Good,87,A+,Pullback Forming,5.71,5.56,5.86,6.01,2.8,Good setup; wait for confirmation and avoid anticipation.,0.22,5.8,5.24
NOVA,2026-07-20 09:43:00,5.57,5.65,5.55,5.63,369214,5.61,5.63,5.58,4.3,31,18.2,2200000,5.9,True,Positive clinical update,Strong,Good,87,A+,Pullback Forming,5.71,5.56,5.86,6.01,2.8,Good setup; wait for confirmation and avoid anticipation.,0.22,5.8,5.24
NOVA,2026-07-20 09:44:00,5.63,5.68,5.6,5.66,511422,5.61,5.64,5.59,4.8,31,18.2,2200000,5.9,True,Positive clinical update,Strong,Good,87,A+,Pullback Forming,5.71,5.56,5.86,6.01,2.8,Good setup; wait for confirmation and avoid anticipation.,0.22,5.8,5.24
NOVA,2026-07-20 09:45:00,5.66,5.72,5.64,5.7,640075,5.62,5.65,5.6,5.5,31,18.2,2200000,5.9,True,Positive clinical update,Strong,Good,87,A+,Pullback Forming,5.71,5.56,5.86,6.01,2.8,Good setup; wait for confirmation and avoid anticipation.,0.22,5.8,5.24
NOVA,2026-07-20 09:46:00,5.7,5.73,5.7,5.71,448024,5.62,5.66,5.61,5.7,31,18.2,2200000,5.9,True,Positive clinical update,Strong,Good,87,A+,Pullback Forming,5.71,5.56,5.86,6.01,2.8,Good setup; wait for confirmation and avoid anticipation.,0.22,5.8,5.24
NOVA,2026-07-20 09:47:00,5.71,5.72,5.7,5.72,464868,5.63,5.67,5.62,5.9,31,18.2,2200000,5.9,True,Positive clinical update,Strong,Good,87,A+,Pullback Forming,5.71,5.56,5.86,6.01,2.8,Good setup; wait for confirmation and avoid anticipation.,0.22,5.8,5.24
NOVA,2026-07-20 09:48:00,5.72,5.84,5.69,5.81,398055,5.63,5.7,5.64,7.5,31,18.2,2200000,5.9,True,Positive clinical update,Strong,Good,87,A+,Pullback Forming,5.71,5.56,5.86,6.01,2.8,Good setup; wait for confirmation and avoid anticipation.,0.22,5.8,5.24
NOVA,2026-07-20 09:49:00,5.81,5.85,5.77,5.84,536393,5.65,5.73,5.66,8.1,31,18.2,2200000,5.9,True,Positive clinical update,Strong,Good,87,A+,Pullback Forming,5.71,5.56,5.86,6.01,2.8,Good setup; wait for confirmation and avoid anticipation.,0.22,5.8,5.24
NOVA,2026-07-20 09:50:00,5.84,5.92,5.81,5.89,523993,5.66,5.76,5.68,9.1,31,18.2,2200000,5.9,True,Positive clinical update,Strong,Good,87,A+,Pullback Forming,5.71,5.56,5.86,6.01,2.8,Good setup; wait for confirmation and avoid anticipation.,0.22,5.8,5.24
NOVA,2026-07-20 09:51:00,5.89,5.97,5.86,5.94,542433,5.67,5.8,5.7,10.0,31,18.2,2200000,5.9,True,Positive clinical update,Strong,Good,87,A+,Pullback Forming,5.71,5.56,5.86,6.01,2.8,Good setup; wait for confirmation and avoid anticipation.,0.22,5.8,5.24
NOVA,2026-07-20 09:52:00,5.94,5.98,5.91,5.97,448838,5.68,5.83,5.73,10.6,31,18.2,2200000,5.9,True,Positive clinical update,Strong,Good,87,A+,Pullback Forming,5.71,5.56,5.86,6.01,2.8,Good setup; wait for confirmation and avoid anticipation.,0.22,5.8,5.24
NOVA,2026-07-20 09:53:00,5.97,6.01,5.95,5.96,505687,5.69,5.86,5.75,10.4,31,18.2,2200000,5.9,True,Positive clinical update,Strong,Good,87,A+,Pullback Forming,5.71,5.56,5.86,6.01,2.8,Good setup; wait for confirmation and avoid anticipation.,0.22,5.8,5.24
NOVA,2026-07-20 09:54:00,5.96,6.02,5.96,5.99,699085,5.71,5.88,5.77,11.0,31,18.2,2200000,5.9,True,Positive clinical update,Strong,Good,87,A+,Pullback Forming,5.71,5.56,5.86,6.01,2.8,Good setup; wait for confirmation and avoid anticipation.,0.22,5.8,5.24
NOVA,2026-07-20 09:55:00,5.99,6.03,5.97,5.99,600259,5.72,5.91,5.79,11.0,31,18.2,2200000,5.9,True,Positive clinical update,Strong,Good,87,A+,Pullback Forming,5.71,5.56,5.86,6.01,2.8,Good setup; wait for confirmation and avoid anticipation.,0.22,5.8,5.24
NOVA,2026-07-20 09:56:00,5.99,6.02,5.98,6.0,546041,5.73,5.92,5.81,11.0,31,18.2,2200000,5.9,True,Positive clinical update,Strong,Good,87,A+,Pullback Forming,5.71,5.56,5.86,6.01,2.8,Good setup; wait for confirmation and avoid anticipation.,0.22,5.8,5.24
NOVA,2026-07-20 09:57:00,6.0,6.03,5.97,6.01,408005,5.74,5.94,5.83,11.2,31,18.2,2200000,5.9,True,Positive clinical update,Strong,Good,87,A+,Pullback Forming,5.71,5.56,5.86,6.01,2.8,Good setup; wait for confirmation and avoid anticipation.,0.22,5.8,5.24
NOVA,2026-07-20 09:58:00,6.01,6.07,5.98,6.05,643561,5.76,5.96,5.85,12.1,31,18.2,2200000,5.9,True,Positive clinical update,Strong,Good,87,A+,Pullback Forming,5.71,5.56,5.86,6.01,2.8,Good setup; wait for confirmation and avoid anticipation.,0.22,5.8,5.24
NOVA,2026-07-20 09:59:00,6.05,6.11,6.03,6.09,679012,5.77,5.99,5.87,12.7,31,18.2,2200000,5.9,True,Positive clinical update,Strong,Good,87,A+,Pullback Forming,5.71,5.56,5.86,6.01,2.8,Good setup; wait for confirmation and avoid anticipation.,0.22,5.8,5.24
NOVA,2026-07-20 10:00:00,6.09,6.12,6.07,6.11,331057,5.78,6.01,5.9,13.1,31,18.2,2200000,5.9,True,Positive clinical update,Strong,Good,87,A+,Pullback Forming,5.71,5.56,5.86,6.01,2.8,Good setup; wait for confirmation and avoid anticipation.,0.22,5.8,5.24
NOVA,2026-07-20 10:01:00,6.11,6.15,6.06,6.1,615352,5.79,6.03,5.92,12.9,31,18.2,2200000,5.9,True,Positive clinical update,Strong,Good,87,A+,Pullback Forming,5.71,5.56,5.86,6.01,2.8,Good setup; wait for confirmation and avoid anticipation.,0.22,5.8,5.24
NOVA,2026-07-20 10:02:00,6.1,6.13,6.03,6.06,542410,5.8,6.03,5.93,12.2,31,18.2,2200000,5.9,True,Positive clinical update,Strong,Good,87,A+,Pullback Forming,5.71,5.56,5.86,6.01,2.8,Good setup; wait for confirmation and avoid anticipation.,0.22,5.8,5.24
NOVA,2026-07-20 10:03:00,6.06,6.12,6.04,6.1,525647,5.81,6.05,5.95,13.0,31,18.2,2200000,5.9,True,Positive clinical update,Strong,Good,87,A+,Pullback Forming,5.71,5.56,5.86,6.01,2.8,Good setup; wait for confirmation and avoid anticipation.,0.22,5.8,5.24
NOVA,2026-07-20 10:04:00,6.1,6.19,6.07,6.14,513920,5.82,6.07,5.96,13.7,31,18.2,2200000,5.9,True,Positive clinical update,Strong,Good,87,A+,Pullback Forming,5.71,5.56,5.86,6.01,2.8,Good setup; wait for confirmation and avoid anticipation.,0.22,5.8,5.24
NOVA,2026-07-20 10:05:00,6.14,6.16,6.13,6.15,686681,5.83,6.08,5.98,13.8,31,18.2,2200000,5.9,True,Positive clinical update,Strong,Good,87,A+,Pullback Forming,5.71,5.56,5.86,6.01,2.8,Good setup; wait for confirmation and avoid anticipation.,0.22,5.8,5.24
NOVA,2026-07-20 10:06:00,6.15,6.21,6.12,6.17,483997,5.84,6.1,6.0,14.3,31,18.2,2200000,5.9,True,Positive clinical update,Strong,Good,87,A+,Pullback Forming,5.71,5.56,5.86,6.01,2.8,Good setup; wait for confirmation and avoid anticipation.,0.22,5.8,5.24
NOVA,2026-07-20 10:07:00,6.17,6.22,6.15,6.21,610860,5.85,6.12,6.02,15.0,31,18.2,2200000,5.9,True,Positive clinical update,Strong,Good,87,A+,Pullback Forming,5.71,5.56,5.86,6.01,2.8,Good setup; wait for confirmation and avoid anticipation.,0.22,5.8,5.24
NOVA,2026-07-20 10:08:00,6.21,6.27,6.19,6.25,497012,5.86,6.15,6.04,15.7,31,18.2,2200000,5.9,True,Positive clinical update,Strong,Good,87,A+,Pullback Forming,5.71,5.56,5.86,6.01,2.8,Good setup; wait for confirmation and avoid anticipation.,0.22,5.8,5.24
NOVA,2026-07-20 10:09:00,6.25,6.32,6.24,6.29,495518,5.87,6.18,6.07,16.5,31,18.2,2200000,5.9,True,Positive clinical update,Strong,Good,87,A+,Pullback Forming,5.71,5.56,5.86,6.01,2.8,Good setup; wait for confirmation and avoid anticipation.,0.22,5.8,5.24
MTRX,2026-07-20 09:30:00,12.14,12.25,12.09,12.2,737404,12.2,12.2,12.2,0.0,26,34.0,1400000,4.2,True,Earnings beat,Strong,Good,81,A,First Pullback Confirmed,13.19,12.88,13.5,13.81,2.3,Good setup; wait for confirmation and avoid anticipation.,0.14,13.32,11.83
MTRX,2026-07-20 09:31:00,12.2,12.35,12.11,12.29,838795,12.25,12.22,12.21,0.7,26,34.0,1400000,4.2,True,Earnings beat,Strong,Good,81,A,First Pullback Confirmed,13.19,12.88,13.5,13.81,2.3,Good setup; wait for confirmation and avoid anticipation.,0.14,13.32,11.83
MTRX,2026-07-20 09:32:00,12.29,12.55,12.28,12.5,808193,12.33,12.27,12.24,2.4,26,34.0,1400000,4.2,True,Earnings beat,Strong,Good,81,A,First Pullback Confirmed,13.19,12.88,13.5,13.81,2.3,Good setup; wait for confirmation and avoid anticipation.,0.14,13.32,11.83
MTRX,2026-07-20 09:33:00,12.5,12.59,12.48,12.59,878195,12.4,12.34,12.27,3.2,26,34.0,1400000,4.2,True,Earnings beat,Strong,Good,81,A,First Pullback Confirmed,13.19,12.88,13.5,13.81,2.3,Good setup; wait for confirmation and avoid anticipation.,0.14,13.32,11.83
MTRX,2026-07-20 09:34:00,12.59,12.85,12.55,12.78,493498,12.45,12.43,12.32,4.8,26,34.0,1400000,4.2,True,Earnings beat,Strong,Good,81,A,First Pullback Confirmed,13.19,12.88,13.5,13.81,2.3,Good setup; wait for confirmation and avoid anticipation.,0.14,13.32,11.83
MTRX,2026-07-20 09:35:00,12.78,13.09,12.75,13.05,845526,12.56,12.55,12.39,6.9,26,34.0,1400000,4.2,True,Earnings beat,Strong,Good,81,A,First Pullback Confirmed,13.19,12.88,13.5,13.81,2.3,Good setup; wait for confirmation and avoid anticipation.,0.14,13.32,11.83
MTRX,2026-07-20 09:36:00,13.05,13.29,12.99,13.18,633103,12.64,12.68,12.46,8.0,26,34.0,1400000,4.2,True,Earnings beat,Strong,Good,81,A,First Pullback Confirmed,13.19,12.88,13.5,13.81,2.3,Good setup; wait for confirmation and avoid anticipation.,0.14,13.32,11.83
MTRX,2026-07-20 09:37:00,13.18,13.32,13.13,13.29,723481,12.72,12.8,12.54,9.0,26,34.0,1400000,4.2,True,Earnings beat,Strong,Good,81,A,First Pullback Confirmed,13.19,12.88,13.5,13.81,2.3,Good setup; wait for confirmation and avoid anticipation.,0.14,13.32,11.83
MTRX,2026-07-20 09:38:00,13.29,13.32,13.17,13.23,230945,12.73,12.89,12.61,8.4,26,34.0,1400000,4.2,True,Earnings beat,Strong,Good,81,A,First Pullback Confirmed,13.19,12.88,13.5,13.81,2.3,Good setup; wait for confirmation and avoid anticipation.,0.14,13.32,11.83
